'Elevation', 'Aspect', 'Slope', 'HydroH', 'HydroV', 'RoadH', 'Shade9', 'Shade12', 'Shade15', 'FireH', 'ftype'
2216.0, 285.0, 25.0, 150.0, 79.0, 1168.0, 144.0, 230.0, 223.0, 730.0,Douglas
2290.0, 77.0, 29.0, 90.0, 42.0, 966.0, 242.0, 173.0, 41.0, 1087.0,Douglas
2257.0, 76.0, 22.0, 30.0, 9.0, 942.0, 241.0, 192.0, 70.0, 1146.0,Willow
2254.0, 354.0, 26.0, 30.0, 10.0, 911.0, 168.0, 186.0, 149.0, 1179.0,Douglas
2315.0, 41.0, 30.0, 170.0, 99.0, 642.0, 208.0, 160.0, 67.0, 997.0,Douglas
2233.0, 22.0, 28.0, 95.0, -6.0, 450.0, 190.0, 167.0, 101.0, 741.0,Douglas
3281.0, 124.0, 7.0, 30.0, 2.0, 3842.0, 232.0, 235.0, 136.0, 3613.0,Krum
3258.0, 122.0, 4.0, 0.0, 0.0, 3607.0, 228.0, 236.0, 143.0, 3717.0,Krum
3241.0, 52.0, 21.0, 42.0, -4.0, 3430.0, 226.0, 190.0, 88.0, 3803.0,Krum
2979.0, 28.0, 25.0, 108.0, 31.0, 1678.0, 202.0, 178.0, 101.0, 3581.0,Spruce
3024.0, 135.0, 9.0, 703.0, 214.0, 721.0, 235.0, 236.0, 133.0, 1256.0,Lodgepole
2897.0, 145.0, 18.0, 285.0, 91.0, 2079.0, 242.0, 234.0, 115.0, 1179.0,Aspen
2882.0, 310.0, 21.0, 366.0, 116.0, 2577.0, 159.0, 221.0, 200.0, 1262.0,Lodgepole
2344.0, 332.0, 29.0, 85.0, 36.0, 201.0, 141.0, 189.0, 181.0, 95.0,Ponderosa
2385.0, 327.0, 23.0, 170.0, 80.0, 297.0, 158.0, 207.0, 185.0, 242.0,Ponderosa
2346.0, 45.0, 11.0, 242.0, 59.0, 524.0, 223.0, 215.0, 125.0, 601.0,Ponderosa
2266.0, 100.0, 9.0, 0.0, 0.0, 700.0, 236.0, 227.0, 122.0, 674.0,Willow
2326.0, 304.0, 23.0, 216.0, 79.0, 750.0, 152.0, 222.0, 208.0, 384.0,Ponderosa
2340.0, 289.0, 22.0, 268.0, 98.0, 769.0, 154.0, 232.0, 216.0, 339.0,Ponderosa
2482.0, 356.0, 16.0, 543.0, 92.0, 1249.0, 193.0, 211.0, 154.0, 564.0,Ponderosa
2235.0, 0.0, 1.0, 0.0, 0.0, 1556.0, 217.0, 236.0, 156.0, 866.0,Willow
2263.0, 277.0, 15.0, 85.0, 30.0, 1614.0, 178.0, 242.0, 203.0, 849.0,Douglas
2278.0, 271.0, 10.0, 120.0, 45.0, 1655.0, 193.0, 243.0, 189.0, 842.0,Douglas
2273.0, 171.0, 16.0, 134.0, 27.0, 1687.0, 229.0, 245.0, 142.0, 841.0,Douglas
2308.0, 344.0, 33.0, 190.0, 111.0, 1611.0, 137.0, 170.0, 159.0, 953.0,Ponderosa
2423.0, 262.0, 24.0, 309.0, 199.0, 1190.0, 155.0, 244.0, 223.0, 900.0,Ponderosa
2190.0, 270.0, 10.0, 30.0, 2.0, 595.0, 194.0, 244.0, 189.0, 1252.0,Willow
2305.0, 300.0, 25.0, 192.0, 98.0, 417.0, 143.0, 221.0, 214.0, 1452.0,Ponderosa
2265.0, 306.0, 21.0, 437.0, 58.0, 360.0, 157.0, 222.0, 204.0, 1673.0,Ponderosa
2287.0, 303.0, 28.0, 495.0, 80.0, 361.0, 133.0, 214.0, 216.0, 1724.0,Ponderosa
2386.0, 76.0, 17.0, 335.0, 161.0, 509.0, 238.0, 207.0, 93.0, 1813.0,Willow
2360.0, 99.0, 26.0, 300.0, 135.0, 541.0, 252.0, 193.0, 53.0, 1767.0,Willow
2345.0, 109.0, 30.0, 283.0, 124.0, 558.0, 254.0, 192.0, 43.0, 1744.0,Willow
2309.0, 111.0, 32.0, 256.0, 88.0, 595.0, 254.0, 186.0, 32.0, 1699.0,Willow
2292.0, 110.0, 29.0, 240.0, 81.0, 616.0, 254.0, 195.0, 47.0, 1677.0,Willow
2247.0, 95.0, 29.0, 150.0, 50.0, 679.0, 251.0, 185.0, 42.0, 1612.0,Willow
2230.0, 95.0, 25.0, 120.0, 33.0, 700.0, 250.0, 193.0, 56.0, 1591.0,Willow
2217.0, 92.0, 21.0, 90.0, 20.0, 722.0, 247.0, 203.0, 74.0, 1570.0,Willow
2206.0, 85.0, 14.0, 60.0, 10.0, 745.0, 239.0, 216.0, 104.0, 1550.0,Willow
2202.0, 69.0, 7.0, 30.0, 3.0, 768.0, 228.0, 226.0, 131.0, 1530.0,Willow
2260.0, 1.0, 31.0, 216.0, 67.0, 990.0, 159.0, 165.0, 130.0, 1348.0,Ponderosa
2409.0, 334.0, 23.0, 134.0, 20.0, 1084.0, 161.0, 203.0, 178.0, 1140.0,Ponderosa
2365.0, 85.0, 15.0, 30.0, 6.0, 1194.0, 241.0, 212.0, 97.0, 674.0,Willow
2355.0, 79.0, 11.0, 0.0, 0.0, 1207.0, 234.0, 220.0, 117.0, 659.0,Willow
2363.0, 311.0, 15.0, 67.0, 14.0, 1250.0, 178.0, 228.0, 190.0, 618.0,Douglas
2193.0, 342.0, 14.0, 0.0, 0.0, 1698.0, 191.0, 218.0, 166.0, 162.0,Willow
2207.0, 347.0, 28.0, 42.0, 17.0, 1648.0, 154.0, 181.0, 157.0, 192.0,Douglas
2153.0, 29.0, 11.0, 30.0, -10.0, 1294.0, 216.0, 216.0, 134.0, 589.0,Douglas
2273.0, 318.0, 26.0, 272.0, 136.0, 1116.0, 145.0, 208.0, 198.0, 853.0,Douglas
2255.0, 23.0, 12.0, 0.0, 0.0, 959.0, 212.0, 214.0, 136.0, 1180.0,Willow
2270.0, 27.0, 27.0, 162.0, 60.0, 902.0, 198.0, 172.0, 97.0, 1173.0,Douglas
2348.0, 332.0, 21.0, 258.0, 132.0, 732.0, 167.0, 209.0, 179.0, 1077.0,Douglas
3256.0, 101.0, 2.0, 30.0, -1.0, 3583.0, 223.0, 236.0, 148.0, 3757.0,Krum
3249.0, 54.0, 16.0, 67.0, -2.0, 3436.0, 228.0, 203.0, 104.0, 3829.0,Krum
3204.0, 65.0, 36.0, 540.0, 208.0, 696.0, 227.0, 146.0, 21.0, 1976.0,Krum
3180.0, 29.0, 25.0, 600.0, 184.0, 706.0, 203.0, 178.0, 100.0, 1924.0,Krum
2819.0, 117.0, 16.0, 127.0, 23.0, 2241.0, 246.0, 223.0, 101.0, 1276.0,Aspen
2337.0, 335.0, 30.0, 60.0, 24.0, 150.0, 139.0, 185.0, 177.0, 60.0,Ponderosa
2359.0, 335.0, 28.0, 108.0, 50.0, 216.0, 146.0, 190.0, 176.0, 108.0,Ponderosa
2402.0, 351.0, 10.0, 234.0, 98.0, 361.0, 203.0, 224.0, 159.0, 306.0,Ponderosa
2343.0, 48.0, 11.0, 175.0, 56.0, 513.0, 224.0, 215.0, 123.0, 663.0,Ponderosa
2275.0, 108.0, 13.0, 0.0, 0.0, 638.0, 241.0, 225.0, 111.0, 741.0,Willow
2270.0, 79.0, 7.0, 0.0, 0.0, 658.0, 230.0, 227.0, 130.0, 713.0,Willow
2299.0, 333.0, 23.0, 108.0, 41.0, 693.0, 162.0, 204.0, 178.0, 525.0,Ponderosa
2480.0, 20.0, 17.0, 552.0, 90.0, 1110.0, 207.0, 203.0, 129.0, 450.0,Ponderosa
2249.0, 57.0, 22.0, 30.0, 14.0, 1513.0, 229.0, 187.0, 81.0, 902.0,Ponderosa
2236.0, 70.0, 10.0, 0.0, 0.0, 1533.0, 231.0, 221.0, 123.0, 895.0,Willow
2315.0, 255.0, 21.0, 268.0, 63.0, 1710.0, 166.0, 248.0, 217.0, 902.0,Douglas
2190.0, 67.0, 14.0, 0.0, 0.0, 591.0, 233.0, 212.0, 109.0, 1209.0,Willow
2187.0, 265.0, 5.0, 0.0, 0.0, 576.0, 207.0, 242.0, 174.0, 1230.0,Willow
2307.0, 68.0, 27.0, 285.0, 100.0, 342.0, 236.0, 177.0, 56.0, 1531.0,Ponderosa
2386.0, 85.0, 18.0, 309.0, 161.0, 484.0, 243.0, 206.0, 86.0, 1832.0,Willow
2358.0, 102.0, 32.0, 277.0, 133.0, 516.0, 253.0, 180.0, 29.0, 1786.0,Willow
2320.0, 113.0, 32.0, 242.0, 99.0, 553.0, 254.0, 188.0, 35.0, 1742.0,Willow
2287.0, 112.0, 28.0, 216.0, 66.0, 594.0, 254.0, 198.0, 52.0, 1698.0,Willow
2274.0, 112.0, 27.0, 201.0, 63.0, 616.0, 254.0, 200.0, 55.0, 1676.0,Willow
2258.0, 110.0, 28.0, 175.0, 51.0, 636.0, 254.0, 196.0, 49.0, 1655.0,Willow
2243.0, 104.0, 27.0, 150.0, 36.0, 658.0, 253.0, 196.0, 53.0, 1634.0,Willow
2228.0, 94.0, 23.0, 120.0, 21.0, 680.0, 249.0, 199.0, 66.0, 1613.0,Willow
2217.0, 81.0, 18.0, 90.0, 21.0, 703.0, 242.0, 204.0, 86.0, 1592.0,Willow
2208.0, 61.0, 13.0, 60.0, 9.0, 726.0, 230.0, 212.0, 112.0, 1572.0,Willow
2201.0, 337.0, 9.0, 0.0, 0.0, 774.0, 200.0, 228.0, 166.0, 1533.0,Willow
2424.0, 38.0, 13.0, 85.0, 16.0, 1050.0, 219.0, 212.0, 125.0, 1158.0,Ponderosa
2402.0, 39.0, 10.0, 0.0, 0.0, 1050.0, 221.0, 217.0, 130.0, 1082.0,Ponderosa
2422.0, 0.0, 14.0, 180.0, 52.0, 1061.0, 199.0, 214.0, 151.0, 937.0,Ponderosa
2368.0, 76.0, 12.0, 0.0, 0.0, 1167.0, 234.0, 218.0, 114.0, 700.0,Willow
2218.0, 51.0, 17.0, 95.0, 44.0, 1425.0, 226.0, 200.0, 101.0, 457.0,Douglas
2207.0, 84.0, 19.0, 67.0, 33.0, 1403.0, 243.0, 204.0, 83.0, 485.0,Douglas
2332.0, 328.0, 17.0, 180.0, 84.0, 1061.0, 177.0, 218.0, 179.0, 1006.0,Douglas
2311.0, 59.0, 32.0, 90.0, 63.0, 1020.0, 224.0, 155.0, 40.0, 1095.0,Douglas
2264.0, 312.0, 11.0, 30.0, 9.0, 977.0, 190.0, 232.0, 182.0, 1213.0,Douglas
2272.0, 37.0, 24.0, 67.0, 2.0, 534.0, 211.0, 180.0, 93.0, 779.0,Douglas
2223.0, 100.0, 28.0, 30.0, 20.0, 457.0, 252.0, 190.0, 47.0, 636.0,Douglas
3252.0, 63.0, 12.0, 95.0, 0.0, 3443.0, 230.0, 216.0, 117.0, 3855.0,Krum
3086.0, 29.0, 30.0, 277.0, 100.0, 2230.0, 194.0, 160.0, 84.0, 4147.0,Spruce
2925.0, 349.0, 5.0, 30.0, 1.0, 1365.0, 211.0, 232.0, 159.0, 3226.0,Spruce
3212.0, 63.0, 33.0, 540.0, 216.0, 726.0, 228.0, 154.0, 32.0, 1991.0,Krum
2892.0, 143.0, 15.0, 256.0, 79.0, 2106.0, 240.0, 235.0, 120.0, 1106.0,Aspen
2799.0, 83.0, 10.0, 60.0, 3.0, 2308.0, 234.0, 223.0, 120.0, 1298.0,Aspen
2280.0, 108.0, 13.0, 0.0, 0.0, 595.0, 242.0, 224.0, 109.0, 780.0,Willow
2274.0, 14.0, 9.0, 30.0, 0.0, 636.0, 212.0, 222.0, 147.0, 725.0,Ponderosa
2273.0, 357.0, 12.0, 30.0, 3.0, 658.0, 201.0, 218.0, 155.0, 698.0,Ponderosa
2510.0, 313.0, 8.0, 600.0, 120.0, 977.0, 199.0, 234.0, 175.0, 366.0,Ponderosa
2492.0, 20.0, 14.0, 537.0, 102.0, 1068.0, 209.0, 209.0, 134.0, 446.0,Ponderosa
2276.0, 252.0, 2.0, 150.0, 36.0, 1741.0, 214.0, 240.0, 164.0, 908.0,Douglas
2328.0, 290.0, 21.0, 240.0, 64.0, 1740.0, 156.0, 232.0, 214.0, 940.0,Douglas
2322.0, 6.0, 23.0, 242.0, 66.0, 1671.0, 184.0, 187.0, 134.0, 969.0,Ponderosa
2191.0, 19.0, 9.0, 0.0, 0.0, 551.0, 214.0, 222.0, 144.0, 1209.0,Willow
2279.0, 253.0, 36.0, 134.0, 72.0, 384.0, 118.0, 236.0, 240.0, 1392.0,Ponderosa
2310.0, 293.0, 25.0, 510.0, 69.0, 306.0, 142.0, 226.0, 219.0, 1719.0,Ponderosa
2388.0, 103.0, 22.0, 283.0, 160.0, 458.0, 250.0, 207.0, 74.0, 1852.0,Willow
2352.0, 108.0, 35.0, 255.0, 127.0, 492.0, 253.0, 176.0, 18.0, 1806.0,Willow
2331.0, 108.0, 34.0, 234.0, 106.0, 511.0, 254.0, 179.0, 22.0, 1784.0,Willow
2312.0, 111.0, 32.0, 216.0, 87.0, 531.0, 254.0, 188.0, 35.0, 1762.0,Willow
2296.0, 112.0, 29.0, 201.0, 75.0, 552.0, 254.0, 194.0, 45.0, 1740.0,Willow
2252.0, 101.0, 25.0, 162.0, 41.0, 616.0, 252.0, 197.0, 57.0, 1676.0,Willow
2239.0, 93.0, 22.0, 134.0, 32.0, 638.0, 248.0, 202.0, 72.0, 1655.0,Willow
2214.0, 51.0, 14.0, 60.0, 15.0, 708.0, 226.0, 210.0, 115.0, 1595.0,Willow
2210.0, 34.0, 11.0, 30.0, 9.0, 732.0, 219.0, 216.0, 132.0, 1575.0,Willow
2207.0, 332.0, 13.0, 0.0, 0.0, 757.0, 190.0, 224.0, 173.0, 1556.0,Willow
2397.0, 65.0, 12.0, 95.0, 27.0, 1082.0, 232.0, 215.0, 113.0, 811.0,Ponderosa
2413.0, 323.0, 20.0, 192.0, 67.0, 1266.0, 167.0, 216.0, 187.0, 641.0,Douglas
2423.0, 345.0, 10.0, 255.0, 80.0, 1321.0, 200.0, 224.0, 163.0, 631.0,Douglas
2203.0, 337.0, 11.0, 0.0, 0.0, 1642.0, 196.0, 225.0, 168.0, 212.0,Willow
2188.0, 119.0, 28.0, 30.0, 14.0, 1401.0, 254.0, 202.0, 55.0, 524.0,Douglas
2165.0, 53.0, 5.0, 0.0, 0.0, 1358.0, 223.0, 229.0, 142.0, 579.0,Willow
2340.0, 29.0, 7.0, 150.0, 92.0, 1073.0, 218.0, 224.0, 142.0, 1041.0,Douglas
2271.0, 52.0, 20.0, 0.0, 0.0, 1015.0, 226.0, 193.0, 93.0, 1189.0,Willow
2302.0, 279.0, 11.0, 134.0, 58.0, 977.0, 191.0, 242.0, 191.0, 1248.0,Douglas
2190.0, 355.0, 29.0, 60.0, 5.0, 454.0, 159.0, 174.0, 143.0, 513.0,Douglas
3275.0, 84.0, 5.0, 30.0, -2.0, 3830.0, 227.0, 231.0, 139.0, 3707.0,Krum
3264.0, 96.0, 7.0, 0.0, 0.0, 3742.0, 232.0, 230.0, 131.0, 3744.0,Krum
2837.0, 142.0, 17.0, 134.0, 34.0, 2230.0, 242.0, 234.0, 115.0, 1155.0,Aspen
2832.0, 144.0, 17.0, 124.0, 29.0, 2242.0, 241.0, 235.0, 117.0, 1167.0,Aspen
2827.0, 144.0, 18.0, 120.0, 24.0, 2255.0, 242.0, 234.0, 114.0, 1181.0,Aspen
2336.0, 331.0, 23.0, 67.0, 15.0, 108.0, 158.0, 204.0, 181.0, 170.0,Ponderosa
2361.0, 329.0, 31.0, 95.0, 43.0, 170.0, 132.0, 187.0, 185.0, 124.0,Ponderosa
2279.0, 51.0, 6.0, 0.0, 0.0, 573.0, 223.0, 226.0, 138.0, 792.0,Willow
2376.0, 309.0, 31.0, 335.0, 129.0, 698.0, 122.0, 203.0, 213.0, 391.0,Ponderosa
2494.0, 313.0, 10.0, 592.0, 265.0, 870.0, 193.0, 233.0, 179.0, 342.0,Ponderosa
2263.0, 52.0, 31.0, 42.0, 22.0, 1468.0, 219.0, 159.0, 53.0, 960.0,Ponderosa
2249.0, 49.0, 28.0, 30.0, 8.0, 1487.0, 218.0, 167.0, 65.0, 953.0,Willow
2239.0, 36.0, 17.0, 0.0, 0.0, 1507.0, 217.0, 200.0, 113.0, 947.0,Willow
2296.0, 275.0, 27.0, 201.0, 32.0, 1770.0, 139.0, 235.0, 229.0, 953.0,Douglas
2194.0, 324.0, 4.0, 0.0, 0.0, 492.0, 209.0, 235.0, 164.0, 1233.0,Willow
2285.0, 327.0, 24.0, 421.0, 78.0, 270.0, 154.0, 205.0, 186.0, 1626.0,Ponderosa
2400.0, 86.0, 11.0, 297.0, 159.0, 402.0, 236.0, 222.0, 117.0, 1917.0,Willow
2363.0, 113.0, 35.0, 242.0, 135.0, 450.0, 254.0, 182.0, 25.0, 1849.0,Willow
2325.0, 110.0, 34.0, 212.0, 100.0, 488.0, 254.0, 182.0, 26.0, 1804.0,Willow
2290.0, 111.0, 29.0, 175.0, 65.0, 531.0, 254.0, 196.0, 48.0, 1761.0,Willow
2277.0, 112.0, 24.0, 162.0, 56.0, 552.0, 253.0, 206.0, 66.0, 1739.0,Willow
2266.0, 105.0, 23.0, 150.0, 45.0, 573.0, 251.0, 206.0, 71.0, 1718.0,Willow
2225.0, 76.0, 15.0, 67.0, 18.0, 666.0, 238.0, 210.0, 99.0, 1637.0,Willow
2219.0, 88.0, 13.0, 42.0, 12.0, 691.0, 239.0, 219.0, 109.0, 1617.0,Willow
2212.0, 79.0, 4.0, 30.0, 5.0, 716.0, 224.0, 233.0, 144.0, 1598.0,Willow
2214.0, 299.0, 13.0, 0.0, 0.0, 741.0, 183.0, 235.0, 192.0, 1579.0,Willow
2223.0, 299.0, 22.0, 30.0, 16.0, 767.0, 153.0, 226.0, 210.0, 1560.0,Ponderosa
2294.0, 312.0, 32.0, 180.0, 97.0, 899.0, 118.0, 198.0, 211.0, 1473.0,Ponderosa
2310.0, 11.0, 29.0, 319.0, 121.0, 900.0, 177.0, 169.0, 117.0, 1396.0,Ponderosa
2433.0, 331.0, 14.0, 127.0, 9.0, 997.0, 185.0, 221.0, 175.0, 1230.0,Ponderosa
2430.0, 90.0, 7.0, 85.0, 15.0, 992.0, 231.0, 229.0, 132.0, 1215.0,Ponderosa
2419.0, 69.0, 15.0, 162.0, 38.0, 1026.0, 235.0, 209.0, 101.0, 892.0,Ponderosa
2365.0, 98.0, 3.0, 0.0, 0.0, 1100.0, 225.0, 234.0, 145.0, 767.0,Willow
2414.0, 316.0, 24.0, 190.0, 65.0, 1224.0, 148.0, 211.0, 199.0, 677.0,Douglas
2207.0, 30.0, 7.0, 0.0, 0.0, 1608.0, 218.0, 226.0, 143.0, 240.0,Willow
2212.0, 316.0, 16.0, 30.0, 5.0, 1613.0, 176.0, 225.0, 188.0, 242.0,Douglas
2197.0, 114.0, 31.0, 30.0, 8.0, 1443.0, 254.0, 193.0, 42.0, 510.0,Douglas
2179.0, 112.0, 25.0, 30.0, 5.0, 1421.0, 253.0, 204.0, 63.0, 537.0,Willow
2259.0, 306.0, 31.0, 212.0, 114.0, 1242.0, 122.0, 206.0, 216.0, 787.0,Douglas
2335.0, 273.0, 9.0, 175.0, 52.0, 1114.0, 195.0, 243.0, 187.0, 1019.0,Douglas
2321.0, 97.0, 26.0, 90.0, 66.0, 1075.0, 251.0, 194.0, 54.0, 1106.0,Douglas
2317.0, 1.0, 20.0, 309.0, 124.0, 932.0, 187.0, 199.0, 145.0, 1239.0,Douglas
2253.0, 82.0, 28.0, 0.0, 0.0, 551.0, 245.0, 180.0, 46.0, 706.0,Douglas
3253.0, 76.0, 10.0, 480.0, 257.0, 781.0, 232.0, 222.0, 121.0, 2073.0,Krum
3243.0, 72.0, 23.0, 510.0, 247.0, 782.0, 239.0, 189.0, 70.0, 2048.0,Krum
2900.0, 123.0, 22.0, 228.0, 99.0, 242.0, 251.0, 218.0, 84.0, 1127.0,Lodgepole
2898.0, 156.0, 12.0, 268.0, 79.0, 2089.0, 234.0, 241.0, 136.0, 1027.0,Aspen
2830.0, 140.0, 16.0, 108.0, 27.0, 2257.0, 242.0, 233.0, 115.0, 1127.0,Aspen
2807.0, 148.0, 11.0, 67.0, 10.0, 2321.0, 234.0, 239.0, 135.0, 1199.0,Aspen
2358.0, 73.0, 15.0, 201.0, 59.0, 408.0, 236.0, 210.0, 102.0, 618.0,Ponderosa
2319.0, 114.0, 23.0, 90.0, 32.0, 458.0, 252.0, 209.0, 71.0, 735.0,Ponderosa
2284.0, 34.0, 5.0, 0.0, 0.0, 531.0, 219.0, 228.0, 145.0, 832.0,Willow
2287.0, 348.0, 16.0, 42.0, 8.0, 573.0, 187.0, 211.0, 161.0, 778.0,Ponderosa
2317.0, 75.0, 24.0, 277.0, 75.0, 1298.0, 241.0, 189.0, 66.0, 914.0,Ponderosa
2252.0, 34.0, 31.0, 0.0, 0.0, 1486.0, 199.0, 157.0, 76.0, 977.0,Willow
2242.0, 21.0, 20.0, 0.0, 0.0, 1506.0, 203.0, 195.0, 123.0, 972.0,Willow
2350.0, 342.0, 10.0, 190.0, 92.0, 1622.0, 200.0, 226.0, 164.0, 949.0,Douglas
2392.0, 110.0, 22.0, 255.0, 151.0, 391.0, 251.0, 209.0, 73.0, 1913.0,Willow
2318.0, 113.0, 32.0, 190.0, 93.0, 467.0, 254.0, 189.0, 35.0, 1825.0,Willow
2301.0, 111.0, 31.0, 170.0, 76.0, 488.0, 254.0, 190.0, 38.0, 1803.0,Willow
2284.0, 112.0, 29.0, 150.0, 59.0, 509.0, 254.0, 196.0, 47.0, 1782.0,Willow
2269.0, 117.0, 24.0, 134.0, 44.0, 531.0, 253.0, 210.0, 71.0, 1761.0,Willow
2260.0, 118.0, 21.0, 124.0, 39.0, 553.0, 250.0, 217.0, 84.0, 1740.0,Willow
2251.0, 109.0, 18.0, 108.0, 30.0, 576.0, 248.0, 217.0, 90.0, 1719.0,Willow
2235.0, 93.0, 16.0, 85.0, 24.0, 624.0, 244.0, 213.0, 94.0, 1679.0,Willow
2214.0, 109.0, 15.0, 30.0, 7.0, 674.0, 245.0, 222.0, 102.0, 1640.0,Willow
2307.0, 309.0, 34.0, 180.0, 111.0, 875.0, 111.0, 197.0, 216.0, 1498.0,Ponderosa
2360.0, 311.0, 29.0, 242.0, -43.0, 895.0, 129.0, 204.0, 209.0, 1348.0,Ponderosa
2429.0, 79.0, 10.0, 67.0, 14.0, 962.0, 234.0, 222.0, 119.0, 1231.0,Ponderosa
2372.0, 95.0, 10.0, 0.0, 0.0, 1060.0, 236.0, 225.0, 120.0, 808.0,Willow
2239.0, 299.0, 24.0, 85.0, 36.0, 1595.0, 147.0, 224.0, 213.0, 285.0,Douglas
2260.0, 332.0, 14.0, 127.0, 58.0, 1600.0, 187.0, 222.0, 174.0, 309.0,Douglas
2189.0, 114.0, 27.0, 0.0, 0.0, 1464.0, 254.0, 200.0, 55.0, 525.0,Willow
2208.0, 317.0, 33.0, 85.0, 43.0, 1360.0, 117.0, 191.0, 204.0, 658.0,Douglas
2356.0, 69.0, 22.0, 182.0, 86.0, 700.0, 237.0, 192.0, 76.0, 908.0,Douglas
2315.0, 72.0, 25.0, 95.0, 45.0, 642.0, 239.0, 182.0, 59.0, 819.0,Douglas
2231.0, 5.0, 36.0, 85.0, 31.0, 518.0, 151.0, 147.0, 115.0, 524.0,Douglas
2220.0, 28.0, 32.0, 134.0, 35.0, 497.0, 189.0, 152.0, 80.0, 437.0,Douglas
3275.0, 61.0, 7.0, 30.0, 0.0, 3814.0, 226.0, 225.0, 133.0, 3774.0,Krum
3270.0, 67.0, 10.0, 30.0, -2.0, 3784.0, 230.0, 221.0, 123.0, 3786.0,Krum
3114.0, 90.0, 25.0, 886.0, 309.0, 886.0, 248.0, 191.0, 57.0, 1570.0,Lodgepole
2866.0, 141.0, 19.0, 162.0, 53.0, 2197.0, 244.0, 231.0, 108.0, 1026.0,Aspen
2905.0, 51.0, 9.0, 301.0, 16.0, 2372.0, 225.0, 220.0, 128.0, 1414.0,Spruce
2406.0, 84.0, 14.0, 335.0, 74.0, 361.0, 239.0, 216.0, 105.0, 457.0,Ponderosa
2292.0, 88.0, 14.0, 30.0, 5.0, 469.0, 240.0, 217.0, 105.0, 800.0,Willow
2348.0, 61.0, 26.0, 342.0, 106.0, 1240.0, 231.0, 178.0, 64.0, 872.0,Ponderosa
2299.0, 10.0, 22.0, 201.0, 62.0, 1326.0, 190.0, 189.0, 130.0, 1008.0,Ponderosa
2252.0, 10.0, 27.0, 0.0, 0.0, 1506.0, 180.0, 175.0, 121.0, 997.0,Willow
2245.0, 42.0, 12.0, 0.0, 0.0, 1572.0, 222.0, 213.0, 125.0, 990.0,Willow
2292.0, 294.0, 19.0, 134.0, 28.0, 1734.0, 164.0, 232.0, 207.0, 1006.0,Douglas
2345.0, 223.0, 15.0, 150.0, 90.0, 1670.0, 200.0, 253.0, 187.0, 960.0,Douglas
2350.0, 197.0, 10.0, 153.0, 92.0, 1641.0, 218.0, 249.0, 165.0, 942.0,Douglas
2349.0, 194.0, 9.0, 162.0, 90.0, 1613.0, 219.0, 247.0, 163.0, 924.0,Douglas
2420.0, 321.0, 25.0, 390.0, 223.0, 1222.0, 148.0, 207.0, 194.0, 760.0,Ponderosa
2208.0, 340.0, 18.0, 0.0, 0.0, 430.0, 180.0, 212.0, 169.0, 1218.0,Willow
2369.0, 114.0, 35.0, 212.0, 128.0, 384.0, 254.0, 183.0, 26.0, 1911.0,Willow
2347.0, 112.0, 37.0, 192.0, 106.0, 404.0, 253.0, 174.0, 13.0, 1889.0,Willow
2310.0, 117.0, 32.0, 162.0, 82.0, 446.0, 254.0, 192.0, 39.0, 1846.0,Willow
2294.0, 117.0, 31.0, 150.0, 69.0, 467.0, 254.0, 195.0, 43.0, 1824.0,Willow
2278.0, 115.0, 28.0, 127.0, 53.0, 488.0, 254.0, 199.0, 51.0, 1803.0,Willow
2255.0, 121.0, 20.0, 95.0, 30.0, 534.0, 250.0, 219.0, 88.0, 1762.0,Willow
2245.0, 127.0, 18.0, 85.0, 24.0, 558.0, 247.0, 225.0, 99.0, 1742.0,Willow
2222.0, 103.0, 20.0, 42.0, 11.0, 633.0, 249.0, 211.0, 82.0, 1682.0,Willow
2303.0, 300.0, 36.0, 153.0, 104.0, 847.0, 100.0, 199.0, 227.0, 1539.0,Ponderosa
2417.0, 37.0, 10.0, 90.0, 30.0, 914.0, 220.0, 218.0, 132.0, 1332.0,Ponderosa
2443.0, 330.0, 14.0, 108.0, 13.0, 942.0, 185.0, 222.0, 176.0, 1290.0,Ponderosa
2376.0, 104.0, 14.0, 0.0, 0.0, 1020.0, 243.0, 221.0, 105.0, 849.0,Willow
2438.0, 88.0, 6.0, 339.0, 90.0, 1273.0, 230.0, 229.0, 133.0, 720.0,Douglas
2437.0, 304.0, 5.0, 342.0, 175.0, 1358.0, 205.0, 237.0, 171.0, 618.0,Ponderosa
2218.0, 46.0, 15.0, 0.0, 0.0, 1544.0, 224.0, 207.0, 114.0, 301.0,Willow
2265.0, 317.0, 10.0, 150.0, 65.0, 1570.0, 195.0, 232.0, 177.0, 335.0,Douglas
2182.0, 91.0, 16.0, 0.0, 0.0, 1485.0, 243.0, 212.0, 93.0, 541.0,Willow
2177.0, 0.0, 12.0, 30.0, -11.0, 1464.0, 202.0, 217.0, 152.0, 566.0,Douglas
2238.0, 318.0, 33.0, 124.0, 73.0, 1364.0, 119.0, 192.0, 202.0, 698.0,Douglas
2273.0, 322.0, 31.0, 201.0, 109.0, 1308.0, 125.0, 191.0, 197.0, 780.0,Douglas
2296.0, 312.0, 27.0, 256.0, 145.0, 1273.0, 136.0, 208.0, 206.0, 836.0,Douglas
2294.0, 310.0, 24.0, 90.0, 23.0, 1077.0, 149.0, 216.0, 204.0, 1295.0,Douglas
2302.0, 316.0, 23.0, 120.0, 41.0, 1071.0, 154.0, 214.0, 197.0, 1324.0,Douglas
